1|4) Qu' ose -je donc proposer? 
1	Qu'	que	PRO	PROWH	s=int	2	suj	_	_
10	et	et	C	CC	s=c	7	coord	_	_
11	il_y_a	il_y_a	P	P	_	10	dep_coord	_	_
12	trois	trois	D	DET	s=card	13	det	_	_
13	bars	bar	N	NC	g=m|n=p|s=c	11	obj	_	_
14	avec	avec	P	P	_	2	mod	_	_
15	retransmission	retransmission	N	NC	g=f|n=s|s=c	14	obj	_	_
16	des	de	P+D	P+D	s=def	15	dep	_	_
17	rencontres	rencontre	N	NC	n=p|s=c	16	obj	_	_
18	dont	dont	PRO	PROREL	s=rel	0	root	_	_
19	un	un	D	DET	g=m|n=s|s=ind	18	dep	_	_
20	en	en	P	P	p=3	19	dep	_	_
21	terrasse	terrasse	N	NC	g=f|n=s|s=c	20	obj	_	_
22	(	(	PONCT	PONCT	s=w	18	ponct	_	_
23	génial	génial	A	ADJ	g=m|n=s|s=qual	18	mod	_	_
24	pour	pour	P	P	_	23	dep	_	_
25	la	le	D	DET	g=f|n=s|s=def	26	det	_	_
26	Coupe	coupe	N	NC	g=f|n=s|s=c	24	obj	_	_
27	du	de	P+D	P+D	s=def	26	dep	_	_
28	Monde	Monde	N	NPP	s=p	27	obj	_	_
29	!	!	PONCT	PONCT	s=s	18	ponct	_	_

57|259) Tout près_de Gerland, on rencontre aussi les figures de l' OL chez Argenson et à la Maison Gamboni, tenue par Daniel Abattu, supporter impénitent. 
1	Tout	tout	PRO	PRO	g=m|n=s|s=ind	6	suj	_	_
2	près_de	près_de	P	P	_	1	dep	_	_
3	Gerland	Gerland	N	NPP	g=m|n=s|s=p	2	obj	_	_
4	,	,	PONCT	PONCT	s=w	6	ponct	_	_
5	on	cln	CL	CLS	s=suj	6	suj	_	_
6	rencontre	rencontrer	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
7	aussi	aussi	ADV	ADV	_|marker=208	6	mod	_	_
8	les	le	D	DET	n=p|s=def	9	det	_	_
9	figures	figure	N	NC	g=f|n=p|s=c	6	obj	_	_
10	de	de	P	P	_	9	dep	_	_
11	l'	le	D	DET	n=s|s=def	12	det	_	_
12	OL	OL	N	NPP	s=p	10	obj	_	_
13	chez	chez	P	P	_	6	mod	_	_
14	Argenson	Argenson	N	NPP	s=p	13	obj	_	_
15	et	et	C	CC	s=c	13	coord	_	_
16	à	à	P	P	_	15	dep_coord	_	_
17	la	le	D	DET	g=f|n=s|s=def	18	det	_	_
18	Maison	maison	N	NC	g=f|n=s|s=c	16	obj	_	_
19	Gamboni	Gamboni	N	NPP	s=p	18	mod	_	_
20	,	,	PONCT	PONCT	s=w	6	ponct	_	_
21	tenue	tenir	V	VPP	g=f|m=part|n=s|t=past	6	mod	_	_
22	par	par	P	P	_	21	p_obj	_	_
23	Daniel	Daniel	N	NPP	g=m|n=s|s=p	22	obj	_	_
24	Abattu	Abattu	N	NPP	s=p	23	mod	_	_
25	,	,	PONCT	PONCT	s=w	23	ponct	_	_
26	supporter	supporter	N	NC	n=s|s=c	23	mod	_	_
27	impénitent	impénitent	A	ADJ	g=m|n=s|s=qual	26	mod	_	_
28	.	.	PONCT	PONCT	s=s	6	ponct	_	_

58|265) C'_est_pourquoi différentes approches ont été envisagées afin_de réduire les effets secondaires des radiothérapies, notamment par le fractionnement de la dose reçue par le patient. 
1	C'_est_pourquoi	c'est_pourquoi	ADV	ADV	_	5	mod	_	_
2	différentes	différent	A	ADJ	g=f|n=p|s=qual	3	mod	_	_
3	approches	approche	N	NC	g=f|n=p|s=c	5	suj	_	_
4	ont	avoir	V	V	m=ind|n=p|p=3|t=pst	5	aux_tps	_	_
5	été	être	V	VPP	m=part|t=past	0	root	_	_
6	envisagées	envisager	V	VPP	g=f|m=part|n=p|t=past	5	mod	_	_
7	afin_de	afin_de	P	P	_|marker=3	6	mod	_	_
8	réduire	réduire	V	VINF	m=inf	7	obj	_	_
9	les	le	D	DET	n=p|s=def	10	det	_	_
10	effets	effet	N	NC	g=m|n=p|s=c	8	obj	_	_
11	secondaires	secondaire	A	ADJ	n=p|s=qual	10	mod	_	_
12	des	de	P+D	P+D	s=def	10	dep	_	_
13	radiothérapies	radiothérapie	N	NC	g=f|n=p|s=c	12	obj	_	_
14	,	,	PONCT	PONCT	s=w	8	ponct	_	_
15	notamment	notamment	ADV	ADV	_	8	mod	_	_
16	par	par	P	P	_	8	mod	_	_
17	le	le	D	DET	g=m|n=s|s=def	18	det	_	_
18	fractionnement	fractionnement	N	NC	g=m|n=s|s=c	16	obj	_	_
19	de	de	P	P	_	18	dep	_	_
20	la	le	D	DET	g=f|n=s|s=def	21	det	_	_
21	dose	dose	N	NC	g=f|n=s|s=c	19	obj	_	_
22	reçue	recevoir	V	VPP	g=f|m=part|n=s|t=past	21	mod	_	_
23	par	par	P	P	_	22	p_obj	_	_
24	le	le	D	DET	g=m|n=s|s=def	25	det	_	_
25	patient	patient	N	NC	g=m|n=s|s=c	23	obj	_	_
26	.	.	PONCT	PONCT	s=s	5	ponct	_	_

59|268) L' or possède donc un effet radiosensibilisateur important. 
1	L'	le	D	DET	n=s|s=def	2	det	_	_
2	or	or	N	NC	s=c	3	suj	_	_
3	possède	posséder	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
4	donc	donc	ADV	ADV	_|marker=131	3	mod	_	_
5	un	un	D	DET	g=m|n=s|s=ind	6	det	_	_
6	effet	effet	N	NC	g=m|n=s|s=c	3	obj	_	_
7	radiosensibilisateur	radiosensibilisateur	A	ADJ	s=qual	6	mod	_	_
8	important	important	A	ADJ	g=m|n=s|s=qual	6	mod	_	_
9	.	.	PONCT	PONCT	s=s	3	ponct	_	_

60|291) Alors lorsque vous voyez" SemN INSA" sur vos emplois du temps, par pitié ne vous dites pas" super! 
1	Alors	alors	ADV	ADV	_	2	obj	_	_
2	lorsque	lorsque	C	CS	s=s	19	mod	_	_
3	vous	cln	CL	CLS	s=suj	4	suj	_	_
4	voyez	voir	V	V	m=ind|n=p|p=2|t=pst	2	obj	_	_
5	"	"	PONCT	PONCT	s=w	4	ponct	_	_
6	SemN	SemN	ET	ET	_	7	dep	_	_
7	INSA	INSA	ET	ET	_	4	dep	_	_
8	"	"	PONCT	PONCT	s=w	4	ponct	_	_
9	sur	sur	P	P	_	4	mod	_	_
10	vos	son	D	DET	n=p|s=poss	11	det	_	_
11	emplois	emploi	N	NC	g=m|n=p|s=c	9	obj	_	_
12	du	de	P+D	P+D	s=def	11	dep	_	_
13	temps	temps	N	NC	g=m|s=c	12	obj	_	_
14	,	,	PONCT	PONCT	s=w	4	ponct	_	_
15	par	par	P	P	_	4	mod	_	_
16	pitié	pitié	N	NC	g=f|n=s|s=c	15	obj	_	_
17	ne	ne	ADV	ADV	s=neg	19	mod	_	_
18	vous	clad	CL	CLO	s=obj	19	aff	_	_
19	dites	dire	V	VPP	g=f|m=part|n=p|t=past	0	root	_	_
20	pas	pas	ADV	ADV	s=neg	19	mod	_	_
21	"	"	PONCT	PONCT	s=w	19	ponct	_	_
22	super	super	A	ADJ	s=qual	19	mod	_	_
23	!	!	PONCT	PONCT	s=s	19	ponct	_	_

61|293) " Parce_que le problème de la SemN INSA telle que les vieux la connaissaient, c' était aussi le manque de fréquentation insaïenne, et la désertion du campus qui suivait la semaine de partiels. 
1	"	"	PONCT	PONCT	s=w	17	ponct	_	_
2	Parce_que	parce_que	C	CS	s=s|marker=298	17	mod	_	_
3	le	le	D	DET	g=m|n=s|s=def	4	det	_	_
4	problème	problème	N	NC	g=m|n=s|s=c	14	suj	_	_
5	de	de	P	P	_	4	dep	_	_
6	la	le	D	DET	g=f|n=s|s=def	7	det	_	_
7	SemN	SemN	N	NPP	s=p	5	obj	_	_
8	INSA	INSA	N	NPP	s=p	7	mod	_	_
9	telle	tel	A	ADJ	g=f|n=s|s=qual	8	mod	_	_
10	que	que	C	CS	s=s	9	dep	_	_
11	les	le	D	DET	n=p|s=def	12	det	_	_
12	vieux	vieux	A	ADJ	g=m|s=qual	10	obj	_	_
13	la	cla	CL	CLO	g=f|n=s|s=obj	14	obj	_	_
14	connaissaient	connaître	V	V	m=ind|n=p|p=3|t=impft	2	obj	_	_
15	,	,	PONCT	PONCT	s=w	17	ponct	_	_
16	c'	cln	CL	CLS	s=suj	17	suj	_	_
17	était	être	V	V	m=ind|n=s|p=3|t=impft	0	root	_	_
18	aussi	aussi	ADV	ADV	_|marker=208	17	mod	_	_
19	le	le	D	DET	g=m|n=s|s=def	20	det	_	_
20	manque	manque	N	NC	n=s|s=c	17	obj	_	_
21	de	de	P	P	_	20	dep	_	_
22	fréquentation	fréquentation	N	NC	g=f|n=s|s=c	21	obj	_	_
23	insaïenne	insaïen	A	ADJ	s=qual	22	mod	_	_
24	,	,	PONCT	PONCT	s=w	17	ponct	_	_
25	et	et	C	CC	s=c	17	coord	_	_
26	la	le	D	DET	g=f|n=s|s=def	27	det	_	_
27	désertion	désertion	N	NC	g=f|n=s|s=c	25	dep_coord	_	_
28	du	de	P+D	P+D	s=def	27	dep	_	_
29	campus	campus	N	NC	g=m|s=c	28	obj	_	_
30	qui	qui	PRO	PROREL	s=rel	31	suj	_	_
31	suivait	suivre	V	V	m=ind|n=s|p=3|t=impft	27	mod_rel	_	_
32	la	le	D	DET	g=f|n=s|s=def	33	det	_	_
33	semaine	semaine	N	NC	g=f|n=s|s=c	31	obj	_	_
34	de	de	P	P	_	33	dep	_	_
35	partiels	partiel	A	ADJ	g=m|n=p|s=qual	34	obj	_	_
36	.	.	PONCT	PONCT	s=s	17	ponct	_	_

62|295) Alors petit effort, ne restez pas au lit sous prétexte qu' il n' y a pas cours, et venez découvrir les journées carrières, venez discuter avec les responsables de R.I.R.E, bref, venez en apprendre plus sur le monde de l' Ingénieur! 
1	Alors	alors	ADV	ADV	_	3	mod	_	_
2	petit	petit	A	ADJ	g=m|n=s|s=qual	3	mod	_	_
3	effort	effort	N	NC	g=m|n=s|s=c	6	suj	_	_
4	,	,	PONCT	PONCT	s=w	6	ponct	_	_
5	ne	ne	ADV	ADV	s=neg	6	mod	_	_
6	restez	rester	V	V	m=ind|n=p|p=2|t=pst	0	root	_	_
7	pas	pas	ADV	ADV	s=neg	6	mod	_	_
8	au	à	P+D	P+D	s=def	6	a_obj	_	_
9	lit	lit	N	NC	g=m|n=s|s=c	8	obj	_	_
10	sous	sous	P	P	_	6	mod	_	_
11	prétexte	prétexte	N	NC	n=s|s=c	10	obj	_	_
12	qu'	que	C	CS	s=s	6	obj	_	_
13	il	cln	CL	CLS	s=suj	16	suj	_	_
14	n'	ne	ADV	ADV	s=neg	16	mod	_	_
15	y	y	CL	CLO	p=3|s=obj	16	aff	_	_
16	a	avoir	V	V	m=ind|n=s|p=3|t=pst	12	obj	_	_
17	pas	pas	ADV	ADV	s=neg	16	mod	_	_
18	cours	cours	N	NC	g=m|s=c	16	obj	_	_
19	,	,	PONCT	PONCT	s=w	6	ponct	_	_
20	et	et	C	CC	s=c	6	coord	_	_
21	venez	venir	V	V	m=ind|n=p|p=2|t=pst	20	dep_coord	_	_
22	découvrir	découvrir	V	VINF	m=inf	21	obj	_	_
23	les	le	D	DET	n=p|s=def	24	det	_	_
24	journées	journée	N	NC	g=f|n=p|s=c	22	obj	_	_
25	carrières	carrière	N	NC	g=f|n=p|s=c	24	mod	_	_
26	,	,	PONCT	PONCT	s=w	27	ponct	_	_
27	venez	venir	V	V	m=ind|n=p|p=2|t=pst	6	mod	_	_
28	discuter	discuter	V	VINF	m=inf	27	obj	_	_
29	avec	avec	P	P	_	28	mod	_	_
30	les	le	D	DET	n=p|s=def	31	det	_	_
31	responsables	responsable	N	NC	n=p|s=c	29	obj	_	_
32	de	de	P	P	_	31	dep	_	_
33	R.I.R.E	R.I.R.E	N	NPP	s=p	32	obj	_	_
34	,	,	PONCT	PONCT	s=w	31	ponct	_	_
35	bref	bref	A	ADJ	g=m|n=s|s=qual	31	mod	_	_
36	,	,	PONCT	PONCT	s=w	37	ponct	_	_
37	venez	venir	V	V	m=ind|n=p|p=2|t=pst	6	mod	_	_
38	en	en	CL	CLO	p=3|s=obj	39	aff	_	_
39	apprendre	apprendre	V	VINF	m=inf	37	obj	_	_
40	plus	plus	ADV	ADV	s=neg	39	mod	_	_
41	sur	sur	P	P	_	39	mod	_	_
42	le	le	D	DET	g=m|n=s|s=def	43	det	_	_
43	monde	monde	N	NC	g=m|n=s|s=c	41	obj	_	_
44	de	de	P	P	_	43	dep	_	_
45	l'	le	D	DET	n=s|s=def	46	det	_	_
46	Ingénieur	ingénieur	N	NC	g=m|n=s|s=c	44	obj	_	_
47	!	!	PONCT	PONCT	s=s	6	ponct	_	_

63|297) Quelles en sont, pour nos lecteurs, les conclusions les plus saillantes? 
1	Quelles	quelles	A	ADJWH	s=int	3	mod	_	_
2	en	en	CL	CLO	p=3|s=obj	3	ats	_	_
3	sont	être	V	V	m=ind|n=p|p=3|t=pst	0	root	_	_
4	,	,	PONCT	PONCT	s=w	3	ponct	_	_
5	pour	pour	P	P	_	3	mod	_	_
6	nos	son	D	DET	n=p|s=poss	7	det	_	_
7	lecteurs	lecteur	N	NC	g=m|n=p|s=c	5	obj	_	_
8	,	,	PONCT	PONCT	s=w	3	ponct	_	_
9	les	le	D	DET	n=p|s=def	10	det	_	_
10	conclusions	conclusion	N	NC	g=f|n=p|s=c	3	mod	_	_
11	les	le	D	DET	n=p|s=def	13	det	_	_
12	plus	plus	ADV	ADV	s=neg	13	mod	_	_
13	saillantes	saillant	A	ADJ	g=f|n=p|s=qual	10	mod	_	_
14	?	?	PONCT	PONCT	s=s	3	ponct	_	_

xxxxxxx>  être{V|root}		conclusion{NC|mod}		le{DET|det}		


xxxxxxx>  être{V|root}		conclusion{NC|mod}		saillant{ADJ|mod}		


64|298) Avec l' Europe, en premier lieu, pour assurer la promotion des« eurocampus», mais aussi avec les pays hôtes qui participent au financement de nos écoles quand ils considèrent soit que nous scolarisons à leur place des élèves résidant sur leur territoire, soit qu' un lycée français est pour eux un facteur d' attractivité favorable aux investissements internationaux. 
1	Avec	avec	P	P	_	0	root	_	_
2	l'	le	D	DET	n=s|s=def	3	det	_	_
3	Europe	Europe	N	NPP	g=f|n=s|s=p	1	obj	_	_
4	,	,	PONCT	PONCT	s=w	0	root	_	_
5	en	en	P	P	p=3	8	dep_coord	_	_
6	premier	premier	A	ADJ	g=m|n=s|s=ord	7	mod	_	_
7	lieu	lieu	N	NC	g=m|n=s|s=c	5	obj	_	_
8	,	,	PONCT	PONCT	s=w	0	root	_	_
9	pour	pour	P	P	_	0	root	_	_
10	assurer	assurer	V	VINF	m=inf	9	obj	_	_
11	la	le	D	DET	g=f|n=s|s=def	12	det	_	_
12	promotion	promotion	N	NC	g=f|n=s|s=c	10	obj	_	_
13	des	de	P+D	P+D	s=def	12	dep	_	_
14	«	«	PONCT	PONCT	s=w	15	ponct	_	_
15	eurocampus	eurocampu	N	NC	s=c	13	obj	_	_
16	»	»	PONCT	PONCT	s=w	15	ponct	_	_
17	,	,	PONCT	PONCT	s=w	9	ponct	_	_
18	mais	mais	C	CC	s=c|marker=304	9	coord	_	_
19	aussi	aussi	ADV	ADV	_|marker=208	18	mod	_	_
20	avec	avec	P	P	_	18	dep_coord	_	_
21	les	le	D	DET	n=p|s=def	22	det	_	_
22	pays	pays	N	NC	g=m|s=c	20	obj	_	_
23	hôtes	hôt	A	ADJ	s=qual	22	mod	_	_
24	qui	qui	PRO	PROREL	s=rel	25	suj	_	_
25	participent	participer	V	V	m=ind|n=p|p=3|t=pst	22	mod_rel	_	_
26	au	à	P+D	P+D	s=def	25	a_obj	_	_
27	financement	financement	N	NC	g=m|n=s|s=c	26	obj	_	_
28	de	de	P	P	_	27	dep	_	_
29	nos	son	D	DET	n=p|s=poss	30	det	_	_
30	écoles	école	N	NC	g=f|n=p|s=c	28	obj	_	_
31	quand	quand	C	CS	s=s|marker=144	25	mod	_	_
32	ils	cln	CL	CLS	s=suj	33	suj	_	_
33	considèrent	considérer	V	V	m=ind|n=p|p=3|t=pst	31	obj	_	_
34	soit	être	V	VS	m=subj|n=s|p=3|t=pst	0	root	_	_
35	que	que	C	CS	s=s	37	obj	_	_
36	nous	cln	CL	CLS	s=suj	37	suj	_	_
37	scolarisons	scolariser	V	V	m=ind|n=p|p=1|t=pst	34	mod_rel	_	_
38	à	à	P	P	_	37	mod	_	_
39	leur	son	D	DET	n=s|s=poss	40	det	_	_
40	place	place	N	NC	g=f|n=s|s=c	38	obj	_	_
41	des	de	P+D	P+D	s=def	40	dep	_	_
42	élèves	élève	N	NC	n=p|s=c	41	obj	_	_
43	résidant	résider	V	VPR	m=part|t=pst	42	mod	_	_
44	sur	sur	P	P	_	43	mod	_	_
45	leur	son	D	DET	n=s|s=poss	46	det	_	_
46	territoire	territoire	N	NC	g=m|n=s|s=c	44	obj	_	_
47	,	,	PONCT	PONCT	s=w	37	ponct	_	_
48	soit	soit	C	CC	s=c|marker=286|marker=286	37	coord	_	_
49	qu'	que	C	CS	s=s	48	dep_coord	_	_
50	un	un	D	DET	g=m|n=s|s=ind	51	det	_	_
51	lycée	lycée	N	NC	g=m|n=s|s=c	53	suj	_	_
52	français	français	A	ADJ	g=m|s=qual	51	mod	_	_
53	est	être	V	V	m=ind|n=s|p=3|t=pst	49	obj	_	_
54	pour	pour	P	P	_	53	mod	_	_
55	eux	lui	PRO	PRO	g=m|n=p|s=pers	54	obj	_	_
56	un	un	D	DET	g=m|n=s|s=ind	57	det	_	_
57	facteur	facteur	N	NC	g=m|n=s|s=c	53	ats	_	_
58	d'	de	P	P	_	57	dep	_	_
59	attractivité	attractivité	N	NC	g=f|n=s|s=c	58	obj	_	_
60	favorable	favorable	A	ADJ	n=s|s=qual	57	mod	_	_
61	aux	à	P+D	P+D	s=def	57	dep	_	_
62	investissements	investissement	N	NC	g=m|n=p|s=c	61	obj	_	_
63	internationaux	international	A	ADJ	g=m|n=p|s=qual	62	mod	_	_
64	.	.	PONCT	PONCT	s=s	34	ponct	_	_

65|304) Il faut l' encourager à poursuivre son développement dans ce sens, qu' elle accentue sa présence sur ses terres traditionnelles de mission autour_de la Méditerranée et en Amérique latine mais aussi partout où grâce_à sa très bonne image, son intervention est souhaitée en Egypte, Tunisie 
1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	faut	falloir	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	l'	cla	CL	CLO	g=m|n=s|s=obj	4	obj	_	_
4	encourager	encourager	V	VINF	m=inf	2	obj	_	_
5	à	à	P	P	_	2	mod	_	_
6	poursuivre	poursuivre	V	VINF	m=inf	5	obj	_	_
7	son	son	D	DET	n=s|s=poss	8	det	_	_
8	développement	développement	N	NC	g=m|n=s|s=c	6	obj	_	_
9	dans	dans	P	P	_	6	mod	_	_
10	ce	ce	D	DET	g=m|n=s|s=dem	11	det	_	_
11	sens	sens	N	NC	g=m|s=c	9	obj	_	_
12	,	,	PONCT	PONCT	s=w	6	ponct	_	_
13	qu'	que	C	CS	s=s	6	obj	_	_
14	elle	cln	CL	CLS	s=suj	15	suj	_	_
15	accentue	accentuer	V	V	m=ind|n=s|p=3|t=pst	13	obj	_	_
16	sa	son	D	DET	g=f|n=s|s=poss	17	det	_	_
17	présence	présence	N	NC	g=f|n=s|s=c	15	obj	_	_
18	sur	sur	P	P	_	15	mod	_	_
19	ses	son	D	DET	n=p|s=poss	20	det	_	_
20	terres	terre	N	NC	g=f|n=p|s=c	18	obj	_	_
21	traditionnelles	traditionnel	A	ADJ	g=f|n=p|s=qual	20	mod	_	_
22	de	de	P	P	_	20	dep	_	_
23	mission	mission	N	NC	g=f|n=s|s=c	22	obj	_	_
24	autour_de	autour_de	P	P	_	15	mod	_	_
25	la	le	D	DET	g=f|n=s|s=def	26	det	_	_
26	Méditerranée	Méditerranée	N	NPP	s=p	24	obj	_	_
27	et	et	C	CC	s=c	24	coord	_	_
28	en	en	P	P	p=3	27	dep_coord	_	_
29	Amérique	Amérique	N	NPP	g=f|n=s|s=p	28	obj	_	_
30	latine	latin	A	ADJ	g=f|n=s|s=qual	29	mod	_	_
31	mais	mais	C	CC	s=c|marker=304	24	coord	_	_
32	aussi	aussi	ADV	ADV	_|marker=208	31	mod	_	_
33	partout	partout	ADV	ADV	_	31	mod	_	_
34	où	où	PRO	PROREL	s=rel	44	suj	_	_
35	grâce_à	grâce_à	P	P	_	44	mod	_	_
36	sa	son	D	DET	g=f|n=s|s=poss	39	det	_	_
37	très	très	ADV	ADV	_	38	mod	_	_
38	bonne	bon	A	ADJ	g=f|n=s|s=qual	39	mod	_	_
39	image	image	N	NC	g=f|n=s|s=c	35	obj	_	_
40	,	,	PONCT	PONCT	s=w	44	ponct	_	_
41	son	son	D	DET	n=s|s=poss	42	det	_	_
42	intervention	intervention	N	NC	g=f|n=s|s=c	44	suj	_	_
43	est	être	V	V	m=ind|n=s|p=3|t=pst	44	aux_pass	_	_
44	souhaitée	souhaiter	V	VPP	g=f|m=part|n=s|t=past	31	dep_coord	_	_
45	en	en	P	P	p=3	44	mod	_	_
46	Egypte	Égypte	N	NPP	g=f|n=s|s=p	45	obj	_	_
47	,	,	PONCT	PONCT	s=w	44	ponct	_	_
48	Tunisie	Tunisie	N	NPP	s=p	44	mod	_	_

66|314) Or, une lettre du recteur a stipulé aux proviseurs de la région de NE_PAS DONNER SUITE à cette invitation et donc de ne_pas envoyer d' élèves à cette réunion de réflexion... 
1	Or	or	C	CC	s=c	0	root	_	_
2	,	,	PONCT	PONCT	s=w	8	ponct	_	_
3	une	un	D	DET	g=f|n=s|s=ind	4	det	_	_
4	lettre	lettre	N	NC	g=f|n=s|s=c	8	suj	_	_
5	du	de	P+D	P+D	s=def	4	dep	_	_
6	recteur	recteur	N	NC	g=m|n=s|s=c	5	obj	_	_
7	a	avoir	V	V	m=ind|n=s|p=3|t=pst	8	aux_tps	_	_
8	stipulé	stipuler	V	VPP	g=m|m=part|n=s|t=past	1	dep_coord	_	_
9	aux	à	P+D	P+D	s=def	8	a_obj	_	_
10	proviseurs	proviseur	N	NC	g=m|n=p|s=c	9	obj	_	_
11	de	de	P	P	_	10	dep	_	_
12	la	le	D	DET	g=f|n=s|s=def	13	det	_	_
13	région	région	N	NC	g=f|n=s|s=c	11	obj	_	_
14	de	de	P	P	_	13	dep	_	_
15	NE_PAS	NE_PAS	N	NPP	s=p	14	obj	_	_
16	DONNER	DONNER	N	NPP	s=p	15	mod	_	_
17	SUITE	SUITE	N	NPP	s=p	15	mod	_	_
18	à	à	P	P	_	8	mod	_	_
19	cette	ce	D	DET	g=f|n=s|s=dem	20	det	_	_
20	invitation	invitation	N	NC	g=f|n=s|s=c	18	obj	_	_
21	et	et	C	CC	s=c	18	coord	_	_
22	donc	donc	ADV	ADV	_|marker=131	21	mod	_	_
23	de	de	P	P	_	21	dep_coord	_	_
24	ne_pas	ne_pas	ADV	ADV	_	25	mod	_	_
25	envoyer	envoyer	V	VINF	m=inf	23	obj	_	_
26	d'	un	D	DET	n=p|s=ind	27	det	_	_
27	élèves	élève	N	NC	n=p|s=c	25	obj	_	_
28	à	à	P	P	_	25	mod	_	_
29	cette	ce	D	DET	g=f|n=s|s=dem	30	det	_	_
30	réunion	réunion	N	NC	g=f|n=s|s=c	28	obj	_	_
31	de	de	P	P	_	30	dep	_	_
32	réflexion	réflexion	N	NC	g=f|n=s|s=c	31	obj	_	_
33	...	...	PONCT	PONCT	s=s	8	ponct	_	_

67|315) Du_coup, certains animateurs ont du mal à se positionner certains( donc moi... 
1	Du_coup	du_coup	ADV	ADV	_|marker=130	5	mod	_	_
2	,	,	PONCT	PONCT	s=w	5	ponct	_	_
3	certains	certain	D	DET	g=m|n=p	4	det	_	_
4	animateurs	animateur	N	NC	g=m|n=p|s=c	5	suj	_	_
5	ont	avoir	V	V	m=ind|n=p|p=3|t=pst	0	root	_	_
6	du	de	P+D	P+D	s=def	5	de_obj	_	_
7	mal	mal	N	NC	g=m|n=s|s=c	6	obj	_	_
8	à	à	P	P	_	5	mod	_	_
9	se	se	CL	CLR	p=3|s=refl	10	aff	_	_
10	positionner	positionner	V	VINF	m=inf	8	obj	_	_
11	certains	certains	PRO	PRO	g=m|n=p|s=ind	10	obj	_	_
12	(	(	PONCT	PONCT	s=w	10	ponct	_	_
13	donc	donc	ADV	ADV	_|marker=131	10	mod	_	_
14	moi	lui	PRO	PRO	n=s|s=pers	10	obj	_	_
15	...	...	PONCT	PONCT	s=s	5	ponct	_	_

68|315) Du_coup, certains animateurs ont du mal à se positionner certains( donc moi... 
1	Du_coup	du_coup	ADV	ADV	_|marker=130	5	mod	_	_
2	,	,	PONCT	PONCT	s=w	5	ponct	_	_
3	certains	certain	D	DET	g=m|n=p	4	det	_	_
4	animateurs	animateur	N	NC	g=m|n=p|s=c	5	suj	_	_
5	ont	avoir	V	V	m=ind|n=p|p=3|t=pst	0	root	_	_
6	du	de	P+D	P+D	s=def	5	de_obj	_	_
7	mal	mal	N	NC	g=m|n=s|s=c	6	obj	_	_
8	à	à	P	P	_	5	mod	_	_
9	se	se	CL	CLR	p=3|s=refl	10	aff	_	_
10	positionner	positionner	V	VINF	m=inf	8	obj	_	_
11	certains	certains	PRO	PRO	g=m|n=p|s=ind	10	obj	_	_
12	(	(	PONCT	PONCT	s=w	10	ponct	_	_
13	donc	donc	ADV	ADV	_|marker=131	10	mod	_	_
14	moi	lui	PRO	PRO	n=s|s=pers	10	obj	_	_
15	...	...	PONCT	PONCT	s=s	5	ponct	_	_

69|317) j' ai une question: nous avons été recruté en partenariat entre la région et le rectorat, donc pourquoi les actions citoyennes( qui entrent tout_de_même dans les directives de l' éducation nationale) sont elles bloquées à leurs fondements? 
1	j'	cln	CL	CLS	s=suj	2	suj	_	_
2	ai	avoir	V	V	m=ind|n=s|p=1|t=pst	0	root	_	_
3	une	un	D	DET	g=f|n=s|s=ind	4	det	_	_
4	question	question	N	NC	g=f|n=s|s=c	2	obj	_	_
5	:	:	PONCT	PONCT	s=w	2	ponct	_	_
6	nous	cln	CL	CLS	s=suj	8	suj	_	_
7	avons	avoir	V	V	m=ind|n=p|p=1|t=pst	8	aux_tps	_	_
8	été	être	V	VPP	m=part|t=past	2	mod	_	_
9	recruté	recruter	V	VPP	g=m|m=part|n=s|t=past	8	mod	_	_
10	en	en	P	P	p=3	9	mod	_	_
11	partenariat	partenariat	N	NC	g=m|n=s|s=c	10	obj	_	_
12	entre	entre	P	P	_	9	mod	_	_
13	la	le	D	DET	g=f|n=s|s=def	14	det	_	_
14	région	région	N	NC	g=f|n=s|s=c	12	obj	_	_
15	et	et	C	CC	s=c	14	coord	_	_
16	le	le	D	DET	g=m|n=s|s=def	17	det	_	_
17	rectorat	rectorat	N	NC	g=m|n=s|s=c	15	dep_coord	_	_
18	,	,	PONCT	PONCT	s=w	8	ponct	_	_
19	donc	donc	ADV	ADV	_|marker=131	8	mod	_	_
20	pourquoi	pourquoi	C	CS	s=s	8	mod	_	_
21	les	le	D	DET	n=p|s=def	22	det	_	_
22	actions	action	N	NC	g=f|n=p|s=c	38	suj	_	_
23	citoyennes	citoyen	A	ADJ	g=f|n=p|s=qual	22	mod	_	_
24	(	(	PONCT	PONCT	s=w	22	ponct	_	_
25	qui	qui	PRO	PROREL	s=rel	26	suj	_	_
26	entrent	entrer	V	V	m=ind|n=p|p=3|t=pst	22	mod_rel	_	_
27	tout_de_même	tout_de_même	ADV	ADV	_	26	mod	_	_
28	dans	dans	P	P	_	26	p_obj	_	_
29	les	le	D	DET	n=p|s=def	30	det	_	_
30	directives	directive	N	NC	g=f|n=p|s=c	28	obj	_	_
31	de	de	P	P	_	30	dep	_	_
32	l'	le	D	DET	n=s|s=def	33	det	_	_
